Local authority,Library name,Event date,Name,Main outcome,Secondary outcome,Attendees,Adult Attendees,Child Attendees,Charge
Barnet,Colindale,2020-01-18,Advice/Surgery,Helping everyone achieve their full potential,Stronger more resilient communities,1,1,0,0.0
Barnet,Colindale,2020-01-18,Lego,Healthier and happier lives,,14,5,9,0.0
Barnet,Colindale,2020-01-18,Other adult - Activist: Public Consultation,Stronger more resilient communities,,27,27,0,0.0
Barnet,Burnt Oak,2020-01-20,Boardgames,Healthier and happier lives,Stronger more resilient communities,2,1,1,0.0
Barnet,Burnt Oak,2020-01-20,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,7,7,0,0.0
Barnet,Burnt Oak,2020-01-20,Coffee morning/Afternoon tea,Healthier and happier lives,Stronger more resilient communities,14,14,0,0.0
Barnet,Burnt Oak,2020-01-20,Class Visits Primary,Increased reading and literacy,Stronger more resilient communities,28,3,25,0.0
Barnet,Chipping Barnet,2020-01-20,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,42,21,21,3.5
Barnet,Chipping Barnet,2020-01-20,Creative Play,Cultural and creative enrichment,Stronger more resilient communities,47,23,24,5.5
Barnet,East Finchley,2020-01-20,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,12,6,6,0.0
Barnet,East Finchley,2020-01-20,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,39,19,20,0.0
Barnet,Edgware,2020-01-20,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,25,12,13,0.0
Barnet,Edgware,2020-01-20,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,14,7,7,0.0
Barnet,Finchley Church End,2020-01-20,IT,Increased digital access and literacy,Stronger more resilient communities,0,0,0,0.0
Barnet,Finchley Church End,2020-01-20,Reading Group Teen,Healthier and happier lives,Stronger more resilient communities,12,0,12,0.0
Barnet,Burnt Oak,2020-01-21,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,12,12,0,0.0
Barnet,Childs Hill,2020-01-21,Knit & Natter/Crafts/Sewing,Healthier and happier lives,,2,2,0,0.0
Barnet,Childs Hill,2020-01-21,IT,Increased digital access and literacy,Stronger more resilient communities,4,4,0,0.0
Barnet,Childs Hill,2020-01-21,Other Child 5+ - Gardening for Children,Helping everyone achieve their full potential,Healthier and happier lives,12,2,10,0.0
Barnet,Chipping Barnet,2020-01-21,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,12,5,7,0.0
Barnet,Chipping Barnet,2020-01-21,IT,Increased digital access and literacy,Stronger more resilient communities,2,2,0,0.0
Barnet,Colindale,2020-01-21,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,40,20,20,0.0
Barnet,Colindale,2020-01-21,Other adult - Age UK: Gentle Exercise for 55+,Healthier and happier lives,Stronger more resilient communities,9,9,0,0.0
Barnet,Colindale,2020-01-21,IT,Increased digital access and literacy,Stronger more resilient communities,6,6,0,0.0
Barnet,Colindale,2020-01-21,Class Visits Secondary,Increased reading and literacy,Stronger more resilient communities,29,2,27,0.0
Barnet,Colindale,2020-01-21,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,2,2,0,0.0
Barnet,East Barnet,2020-01-21,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,26,13,13,0.0
Barnet,East Barnet,2020-01-21,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,30,15,15,0.0
Barnet,Finchley Church End,2020-01-21,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,42,21,21,3.5
Barnet,Finchley Church End,2020-01-21,Toddler Time,Helping everyone achieve their full potential,Increased reading and literacy,30,15,15,3.5
Barnet,Golders Green,2020-01-21,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,1,1,0,0.0
Barnet,Golders Green,2020-01-21,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,4,4,0,0.0
Barnet,Hendon,2020-01-21,Class Visits Secondary,Increased reading and literacy,Stronger more resilient communities,20,2,18,0.0
Barnet,Hendon,2020-01-21,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,2,2,0,0.0
Barnet,Hendon,2020-01-21,IT,Increased digital access and literacy,Stronger more resilient communities,7,7,0,0.0
Barnet,Osidge,2020-01-21,Class Visits Primary,Increased reading and literacy,Stronger more resilient communities,33,3,30,0.0
Barnet,Burnt Oak,2020-01-22,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,20,10,10,0.0
Barnet,Childs Hill,2020-01-22,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,22,10,12,0.0
Barnet,Childs Hill,2020-01-22,Lego,Healthier and happier lives,,19,6,13,0.0
Barnet,Childs Hill,2020-01-22,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,11,5,6,0.0
Barnet,Colindale,2020-01-22,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,27,14,13,3.5
Barnet,Colindale,2020-01-22,IT,Increased digital access and literacy,Stronger more resilient communities,7,7,0,0.0
Barnet,Colindale,2020-01-22,Other adult - Age UK: Over 55s Gentle Tai Chi,Healthier and happier lives,Stronger more resilient communities,5,5,0,0.0
Barnet,Colindale,2020-01-22,Class Visits Secondary,Increased reading and literacy,Stronger more resilient communities,29,2,27,0.0
Barnet,Colindale,2020-01-22,Toddler Time,Helping everyone achieve their full potential,Increased reading and literacy,22,11,11,3.5
Barnet,Finchley Church End,2020-01-22,Scrabble,Healthier and happier lives,Stronger more resilient communities,6,6,0,0.0
Barnet,Finchley Church End,2020-01-22,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,14,14,0,0.0
Barnet,Hendon,2020-01-22,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,18,9,9,0.0
Barnet,Hendon,2020-01-22,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,4,4,0,0.0
Barnet,Hendon,2020-01-22,Class Visits Secondary,Increased reading and literacy,Stronger more resilient communities,11,1,10,0.0
Barnet,Mill Hill,2020-01-22,Other adult - What's on Wednesday,Healthier and happier lives,Stronger more resilient communities,12,12,0,0.0
Barnet,Mill Hill,2020-01-22,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,5,5,0,0.0
Barnet,Mill Hill,2020-01-22,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,16,8,8,0.0
Barnet,Osidge,2020-01-22,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,28,14,14,0.0
Barnet,South Friern,2020-01-22,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,20,10,10,0.0
Barnet,Childs Hill,2020-01-23,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,8,8,0,0.0
Barnet,Colindale,2020-01-23,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,37,19,18,0.0
Barnet,Colindale,2020-01-23,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,13,13,0,0.0
Barnet,Edgware,2020-01-23,Coffee morning/Afternoon tea,Healthier and happier lives,Stronger more resilient communities,16,16,0,0.0
Barnet,Edgware,2020-01-23,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,10,5,5,3.5
Barnet,Edgware,2020-01-23,Toddler Time,Helping everyone achieve their full potential,Increased reading and literacy,30,15,15,3.5
Barnet,Edgware,2020-01-23,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,1,1,0,0.0
Barnet,Golders Green,2020-01-23,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,1,1,0,0.0
Barnet,Mill Hill,2020-01-23,Other adult - Coffee Morning,Healthier and happier lives,Stronger more resilient communities,7,7,0,0.0
Barnet,North Finchley,2020-01-23,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,44,20,24,0.0
Barnet,Osidge,2020-01-23,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,16,9,7,3.5
Barnet,South Friern,2020-01-23,Other adult - Age UK Coffee and Computer morning,Increased digital access and literacy,Stronger more resilient communities,4,4,0,0.0
Barnet,Finchley Church End,2020-01-24,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,14,7,7,0.0
Barnet,Golders Green,2020-01-24,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,23,12,11,0.0
Barnet,Hendon,2020-01-24,IT,Increased digital access and literacy,Stronger more resilient communities,7,7,0,0.0
Barnet,Hendon,2020-01-24,Advice/Surgery,Helping everyone achieve their full potential,Stronger more resilient communities,15,15,0,0.0
Barnet,Hendon,2020-01-24,Boardgames,Healthier and happier lives,Stronger more resilient communities,12,0,12,0.0
Barnet,Edgware,2020-01-25,IT,Increased digital access and literacy,Stronger more resilient communities,2,2,0,0.0
Barnet,Burnt Oak,2020-01-27,Boardgames,Healthier and happier lives,Stronger more resilient communities,8,3,5,0.0
Barnet,Burnt Oak,2020-01-27,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,7,7,0,0.0
Barnet,Burnt Oak,2020-01-27,Coffee morning/Afternoon tea,Healthier and happier lives,Stronger more resilient communities,12,12,0,0.0
Barnet,Chipping Barnet,2020-01-27,Creative Play,Cultural and creative enrichment,Stronger more resilient communities,46,23,23,5.5
Barnet,Chipping Barnet,2020-01-27,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,42,21,21,3.5
Barnet,East Finchley,2020-01-27,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,49,22,27,0.0
Barnet,East Finchley,2020-01-27,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,21,10,11,0.0
Barnet,Edgware,2020-01-27,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,35,16,19,0.0
Barnet,Edgware,2020-01-27,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,14,7,7,0.0
Barnet,Finchley Church End,2020-01-27,IT,Increased digital access and literacy,Stronger more resilient communities,1,1,0,0.0
Barnet,Burnt Oak,2020-01-28,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,13,13,0,0.0
Barnet,Childs Hill,2020-01-28,IT,Increased digital access and literacy,Stronger more resilient communities,8,8,0,0.0
Barnet,Childs Hill,2020-01-28,Other Child 5+ - Gardening for Children,Helping everyone achieve their full potential,Healthier and happier lives,16,3,13,0.0
Barnet,Chipping Barnet,2020-01-28,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,19,9,10,0.0
Barnet,Colindale,2020-01-28,Other adult - Age UK: Gentle Exercise for 55+,Healthier and happier lives,Stronger more resilient communities,9,9,0,0.0
Barnet,Colindale,2020-01-28,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,2,2,0,0.0
Barnet,Colindale,2020-01-28,Class Visits Secondary,Increased reading and literacy,Stronger more resilient communities,24,2,22,0.0
Barnet,Colindale,2020-01-28,IT,Increased digital access and literacy,Stronger more resilient communities,8,8,0,0.0
Barnet,Colindale,2020-01-28,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,34,17,17,0.0
Barnet,East Barnet,2020-01-28,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,36,18,18,0.0
Barnet,East Barnet,2020-01-28,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,26,13,13,0.0
Barnet,Finchley Church End,2020-01-28,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,20,10,10,3.5
Barnet,Finchley Church End,2020-01-28,Toddler Time,Helping everyone achieve their full potential,Increased reading and literacy,36,18,18,3.5
Barnet,Golders Green,2020-01-28,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,4,4,0,0.0
Barnet,Hendon,2020-01-28,IT,Increased digital access and literacy,Stronger more resilient communities,7,7,0,0.0
Barnet,Hendon,2020-01-28,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,5,5,0,0.0
Barnet,Osidge,2020-01-28,Class Visits Primary,Increased reading and literacy,Stronger more resilient communities,33,3,30,0.0
Barnet,Burnt Oak,2020-01-29,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,25,12,13,0.0
Barnet,Childs Hill,2020-01-29,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,21,10,11,0.0
Barnet,Childs Hill,2020-01-29,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,8,4,4,0.0
Barnet,Colindale,2020-01-29,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,43,24,19,3.5
Barnet,Colindale,2020-01-29,Toddler Time,Helping everyone achieve their full potential,Increased reading and literacy,30,16,14,3.5
Barnet,Colindale,2020-01-29,IT,Increased digital access and literacy,Stronger more resilient communities,7,7,0,0.0
Barnet,Colindale,2020-01-29,Other adult - Age UK: Over 55s Gentle Tai Chi,Healthier and happier lives,Stronger more resilient communities,3,3,0,0.0
Barnet,Colindale,2020-01-29,Toddler Time,Helping everyone achieve their full potential,Increased reading and literacy,30,16,14,3.5
Barnet,Colindale,2020-01-29,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,43,24,19,3.5
Barnet,Hendon,2020-01-29,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,23,11,12,0.0
Barnet,Mill Hill,2020-01-29,Other adult - What's on Wednesday,Healthier and happier lives,Stronger more resilient communities,31,31,0,0.0
Barnet,Mill Hill,2020-01-29,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,5,5,0,0.0
Barnet,Mill Hill,2020-01-29,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,17,8,9,0.0
Barnet,Mill Hill,2020-01-29,Other adult - Over 50's Coffee Morning,Healthier and happier lives,Stronger more resilient communities,7,7,0,0.0
Barnet,Osidge,2020-01-29,IT,Increased digital access and literacy,Stronger more resilient communities,4,4,0,0.0
Barnet,Osidge,2020-01-29,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,29,14,15,0.0
Barnet,Childs Hill,2020-01-30,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,2,2,0,0.0
Barnet,Childs Hill,2020-01-30,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,7,7,0,0.0
Barnet,Colindale,2020-01-30,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,28,14,14,0.0
Barnet,Colindale,2020-01-30,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,13,13,0,0.0
Barnet,East Barnet,2020-01-30,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,3,3,0,0.0
Barnet,East Barnet,2020-01-30,Other adult - Book Club,Increased reading and literacy,Cultural and creative enrichment,6,6,0,0.0
Barnet,Edgware,2020-01-30,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,21,11,10,3.5
Barnet,Edgware,2020-01-30,Toddler Time,Helping everyone achieve their full potential,Increased reading and literacy,26,13,13,3.5
Barnet,Golders Green,2020-01-30,Other adult - Free Taster Guitar lesson,Cultural and creative enrichment,Stronger more resilient communities,1,1,0,0.0
Barnet,Golders Green,2020-01-30,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,2,2,0,0.0
Barnet,North Finchley,2020-01-30,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,33,16,17,0.0
Barnet,Osidge,2020-01-30,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,10,5,5,3.5
Barnet,Finchley Church End,2020-01-31,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,11,5,6,0.0
Barnet,Golders Green,2020-01-31,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,12,6,6,0.0
Barnet,Hendon,2020-01-31,Boardgames,Healthier and happier lives,Stronger more resilient communities,9,2,7,0.0
Barnet,Hendon,2020-01-31,IT,Increased digital access and literacy,Stronger more resilient communities,5,5,0,0.0
Barnet,Chipping Barnet,2020-02-01,Lego,Healthier and happier lives,,35,16,19,0.0
Barnet,Chipping Barnet,2020-02-01,Other Child 5+ - The Valentines Lovebug!,Healthier and happier lives,Stronger more resilient communities,37,16,21,0.0
Barnet,Colindale,2020-02-01,Advice/Surgery,Helping everyone achieve their full potential,Stronger more resilient communities,2,2,0,0.0
Barnet,Colindale,2020-02-01,Lego,Healthier and happier lives,,19,7,12,0.0
Barnet,Mill Hill,2020-02-01,IT,Increased digital access and literacy,Stronger more resilient communities,1,1,0,0.0
Barnet,North Finchley,2020-02-01,Lego,Healthier and happier lives,,16,8,8,0.0
Barnet,Burnt Oak,2020-02-03,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,6,6,0,0.0
Barnet,Burnt Oak,2020-02-03,Coffee morning/Afternoon tea,Healthier and happier lives,Stronger more resilient communities,10,10,0,0.0
Barnet,Burnt Oak,2020-02-03,Boardgames,Healthier and happier lives,Stronger more resilient communities,1,0,1,0.0
Barnet,Burnt Oak,2020-02-03,Class Visits Primary,Increased reading and literacy,Stronger more resilient communities,28,2,26,0.0
Barnet,Chipping Barnet,2020-02-03,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,33,17,16,3.5
Barnet,Chipping Barnet,2020-02-03,Creative Play,Cultural and creative enrichment,Stronger more resilient communities,44,21,23,5.5
Barnet,East Finchley,2020-02-03,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,20,10,10,0.0
Barnet,East Finchley,2020-02-03,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,34,17,17,0.0
Barnet,East Finchley,2020-02-03,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,5,5,0,0.0
Barnet,Edgware,2020-02-03,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,18,9,9,0.0
Barnet,Edgware,2020-02-03,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,32,15,17,0.0
Barnet,Finchley Church End,2020-02-03,IT,Increased digital access and literacy,Stronger more resilient communities,1,1,0,0.0
Barnet,Burnt Oak,2020-02-04,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,11,11,0,0.0
Barnet,Childs Hill,2020-02-04,IT,Increased digital access and literacy,Stronger more resilient communities,5,5,0,0.0
Barnet,Childs Hill,2020-02-04,Other Child 5+ - Gardening for Children,Healthier and happier lives,Stronger more resilient communities,14,3,11,0.0
Barnet,Colindale,2020-02-04,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,5,4,1,0.0
Barnet,Colindale,2020-02-04,Class Visits Secondary,Increased reading and literacy,Stronger more resilient communities,26,2,24,0.0
Barnet,Colindale,2020-02-04,Advice/Surgery,Helping everyone achieve their full potential,Stronger more resilient communities,6,6,0,0.0
Barnet,Colindale,2020-02-04,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,36,18,18,0.0
Barnet,Colindale,2020-02-04,IT,Increased digital access and literacy,Stronger more resilient communities,7,7,0,0.0
Barnet,Colindale,2020-02-04,Other adult - Age UK: Gentle Exercise for 55+,Healthier and happier lives,Stronger more resilient communities,7,7,0,0.0
Barnet,East Barnet,2020-02-04,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,38,19,19,0.0
Barnet,East Barnet,2020-02-04,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,24,12,12,0.0
Barnet,Finchley Church End,2020-02-04,Toddler Time,Helping everyone achieve their full potential,Increased reading and literacy,24,12,12,3.5
Barnet,Finchley Church End,2020-02-04,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,46,23,23,3.5
Barnet,Golders Green,2020-02-04,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,4,4,0,0.0
Barnet,Hendon,2020-02-04,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,2,2,0,0.0
Barnet,Hendon,2020-02-04,IT,Increased digital access and literacy,Stronger more resilient communities,7,7,0,0.0
Barnet,Osidge,2020-02-04,Class Visits Primary,Increased reading and literacy,Stronger more resilient communities,33,3,30,0.0
Barnet,Osidge,2020-02-04,Class Visits Primary,Increased reading and literacy,Stronger more resilient communities,33,2,31,0.0
Barnet,Osidge,2020-02-04,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,2,2,0,0.0
Barnet,Burnt Oak,2020-02-05,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,25,12,13,0.0
Barnet,Childs Hill,2020-02-05,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,23,11,12,0.0
Barnet,Childs Hill,2020-02-05,Lego,Healthier and happier lives,,19,7,12,0.0
Barnet,Childs Hill,2020-02-05,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,10,5,5,0.0
Barnet,Childs Hill,2020-02-05,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,23,11,12,0.0
Barnet,Childs Hill,2020-02-05,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,10,5,5,0.0
Barnet,Chipping Barnet,2020-02-05,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,9,9,0,0.0
Barnet,Colindale,2020-02-05,Toddler Time,Helping everyone achieve their full potential,Increased reading and literacy,29,15,14,3.5
Barnet,Colindale,2020-02-05,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,43,24,19,3.5
Barnet,Colindale,2020-02-05,Class Visits Secondary,Increased reading and literacy,Stronger more resilient communities,26,2,24,0.0
Barnet,Finchley Church End,2020-02-05,Other adult - Barnet Assist support session,Greater prosperity,Stronger more resilient communities,5,5,0,0.0
Barnet,Finchley Church End,2020-02-05,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,14,14,0,0.0
Barnet,Finchley Church End,2020-02-05,Advice/Surgery,Helping everyone achieve their full potential,Stronger more resilient communities,7,7,0,0.0
Barnet,Finchley Church End,2020-02-05,Scrabble,Healthier and happier lives,Stronger more resilient communities,5,5,0,0.0
Barnet,Hendon,2020-02-05,Class Visits Secondary,Increased reading and literacy,Stronger more resilient communities,18,2,16,0.0
Barnet,Hendon,2020-02-05,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,12,6,6,0.0
Barnet,Mill Hill,2020-02-05,Other adult - What's on Wednesday (Over 55's),Healthier and happier lives,Stronger more resilient communities,6,6,0,0.0
Barnet,Mill Hill,2020-02-05,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,22,10,12,0.0
Barnet,Osidge,2020-02-05,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,20,9,11,0.0
Barnet,South Friern,2020-02-05,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,24,12,12,0.0
Barnet,South Friern,2020-02-05,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,8,4,4,0.0
Barnet,Childs Hill,2020-02-06,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,7,7,0,0.0
Barnet,Childs Hill,2020-02-06,Other Child 5+ - Coding,Increased digital access and literacy,Stronger more resilient communities,1,0,1,0.0
Barnet,Childs Hill,2020-02-06,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,7,7,0,0.0
Barnet,Childs Hill,2020-02-06,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,2,2,0,0.0
Barnet,Childs Hill,2020-02-06,Other Child 5+ - Code Club,Increased digital access and literacy,Stronger more resilient communities,1,0,1,0.0
Barnet,Childs Hill,2020-02-06,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,2,2,0,0.0
Barnet,Colindale,2020-02-06,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,36,17,19,0.0
Barnet,Colindale,2020-02-06,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,12,12,0,0.0
Barnet,Edgware,2020-02-06,Toddler Time,Helping everyone achieve their full potential,Increased reading and literacy,23,11,12,3.5
Barnet,Golders Green,2020-02-06,Class Visits Primary,Increased reading and literacy,Stronger more resilient communities,33,4,29,0.0
Barnet,Golders Green,2020-02-06,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,4,4,0,0.0
Barnet,Golders Green,2020-02-06,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,3,3,0,0.0
Barnet,Mill Hill,2020-02-06,Coffee morning/Afternoon tea,Healthier and happier lives,Stronger more resilient communities,6,6,0,0.0
Barnet,North Finchley,2020-02-06,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,49,22,27,0.0
Barnet,Osidge,2020-02-06,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,16,8,8,3.5
Barnet,South Friern,2020-02-06,Other adult - Age UK Coffee and Computer morning,Increased digital access and literacy,Stronger more resilient communities,5,5,0,0.0
Barnet,Golders Green,2020-02-07,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,19,10,9,0.0
Barnet,Hendon,2020-02-07,IT,Increased digital access and literacy,Stronger more resilient communities,6,6,0,0.0
Barnet,Hendon,2020-02-07,Boardgames,Healthier and happier lives,Stronger more resilient communities,9,0,9,0.0
Barnet,Colindale,2020-02-08,Lego,Healthier and happier lives,,30,10,20,0.0
Barnet,Colindale,2020-02-08,Advice/Surgery,Helping everyone achieve their full potential,Stronger more resilient communities,3,3,0,0.0
Barnet,Mill Hill,2020-02-08,IT,Increased digital access and literacy,Stronger more resilient communities,2,2,0,0.0
Barnet,Burnt Oak,2020-02-10,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,3,3,0,0.0
Barnet,Burnt Oak,2020-02-10,Coffee morning/Afternoon tea,Healthier and happier lives,Stronger more resilient communities,24,12,12,0.0
Barnet,Burnt Oak,2020-02-10,Boardgames,Healthier and happier lives,Stronger more resilient communities,5,0,5,0.0
Barnet,Chipping Barnet,2020-02-10,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,37,19,18,3.5
Barnet,Chipping Barnet,2020-02-10,Other Early Years - A RT for those parents who came for the cancelled Creative Play,Healthier and happier lives,Stronger more resilient communities,12,6,6,0.0
Barnet,East Finchley,2020-02-10,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,20,10,10,0.0
Barnet,East Finchley,2020-02-10,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,35,17,18,0.0
Barnet,Edgware,2020-02-10,Class Visits Primary,Increased reading and literacy,Stronger more resilient communities,28,3,25,0.0
Barnet,Edgware,2020-02-10,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,14,7,7,0.0
Barnet,Edgware,2020-02-10,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,25,11,14,0.0
Barnet,Finchley Church End,2020-02-10,Reading Group Teen,Healthier and happier lives,Stronger more resilient communities,15,0,15,0.0
Barnet,Childs Hill,2020-02-11,IT,Increased digital access and literacy,Stronger more resilient communities,4,4,0,0.0
Barnet,Childs Hill,2020-02-11,Other Child 5+ - Gardening for children,Helping everyone achieve their full potential,Healthier and happier lives,14,2,12,0.0
Barnet,Chipping Barnet,2020-02-11,IT,Increased digital access and literacy,Stronger more resilient communities,3,3,0,0.0
Barnet,Chipping Barnet,2020-02-11,Class Visits Primary,Increased reading and literacy,Stronger more resilient communities,38,8,30,0.0
Barnet,Chipping Barnet,2020-02-11,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,15,8,7,0.0
Barnet,Colindale,2020-02-11,IT,Increased digital access and literacy,Stronger more resilient communities,7,7,0,0.0
Barnet,Colindale,2020-02-11,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,5,4,1,0.0
Barnet,Colindale,2020-02-11,Class Visits Secondary,Increased reading and literacy,Stronger more resilient communities,28,2,26,0.0
